benchmark,input_size,workers,mode,repetition,round,partition_time_secs,compute_time_secs,merge_time_secs,network_time_secs,border_redexes,border_ratio,agents_at_start,bytes_sent,bytes_received
church_mul,50,2,local,1,0,0.000011,0.000002,0.000002,0.000000,2,0.500000,37,0,0
church_mul,50,2,local,2,0,0.000011,0.000002,0.000002,0.000000,2,0.500000,37,0,0
church_mul,50,2,local,3,0,0.000012,0.000002,0.000002,0.000000,2,0.500000,37,0,0
church_mul,50,2,local,4,0,0.000011,0.000002,0.000002,0.000000,2,0.500000,37,0,0
church_mul,50,2,local,5,0,0.000011,0.000002,0.000002,0.000000,2,0.500000,37,0,0
church_mul,50,2,local,6,0,0.000011,0.000002,0.000002,0.000000,2,0.500000,37,0,0
church_mul,50,2,local,7,0,0.000010,0.000001,0.000002,0.000000,2,0.500000,37,0,0
church_mul,50,2,local,8,0,0.000013,0.000002,0.000002,0.000000,2,0.500000,37,0,0
church_mul,50,2,local,9,0,0.000014,0.000003,0.000002,0.000000,2,0.500000,37,0,0
church_mul,50,4,local,0,0,0.000019,0.000004,0.000004,0.000000,2,0.500000,37,0,0
church_mul,50,4,local,1,0,0.000016,0.000004,0.000003,0.000000,2,0.500000,37,0,0
church_mul,50,4,local,2,0,0.000016,0.000003,0.000004,0.000000,2,0.500000,37,0,0
church_mul,50,4,local,3,0,0.000016,0.000003,0.000003,0.000000,2,0.500000,37,0,0
church_mul,50,4,local,4,0,0.000018,0.000003,0.000004,0.000000,2,0.500000,37,0,0
church_mul,50,4,local,5,0,0.000017,0.000003,0.000004,0.000000,2,0.500000,37,0,0
church_mul,50,4,local,6,0,0.000017,0.000003,0.000003,0.000000,2,0.500000,37,0,0
church_mul,50,4,local,7,0,0.000016,0.000003,0.000003,0.000000,2,0.500000,37,0,0
church_mul,50,4,local,8,0,0.000016,0.000003,0.000003,0.000000,2,0.500000,37,0,0
church_mul,50,4,local,9,0,0.000015,0.000003,0.000003,0.000000,2,0.500000,37,0,0
church_mul,50,8,local,0,0,0.000025,0.000005,0.000007,0.000000,1,1.000000,37,0,0
church_mul,50,8,local,1,0,0.000024,0.000006,0.000008,0.000000,1,1.000000,37,0,0
church_mul,50,8,local,2,0,0.000024,0.000005,0.000007,0.000000,1,1.000000,37,0,0
church_mul,50,8,local,3,0,0.000029,0.000006,0.000009,0.000000,1,1.000000,37,0,0
church_mul,50,8,local,4,0,0.000029,0.000006,0.000010,0.000000,1,1.000000,37,0,0
church_mul,50,8,local,5,0,0.000027,0.000006,0.000009,0.000000,1,1.000000,37,0,0
church_mul,50,8,local,6,0,0.000027,0.000006,0.000008,0.000000,1,1.000000,37,0,0
church_mul,50,8,local,7,0,0.000024,0.000005,0.000008,0.000000,1,1.000000,37,0,0
church_mul,50,8,local,8,0,0.000024,0.000006,0.000007,0.000000,1,1.000000,37,0,0
church_mul,50,8,local,9,0,0.000023,0.000005,0.000007,0.000000,1,1.000000,37,0,0
